hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag
HV0003,B02765,B02765,2021-01-01T00:24:23.000Z,2021-01-01T00:26:49.000Z,2021-01-01T00:27:52.000Z,2021-01-01T00:39:24.000Z,198,80,2.61,692,11.22,0.0,0.34,1.0,0.0,"",0.0,10.55,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:39:51.000Z,2021-01-01T00:40:53.000Z,2021-01-01T00:42:54.000Z,2021-01-01T00:51:09.000Z,80,256,1.61,495,8.88,0.0,0.27,0.79,0.0,"",0.0,7.81,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:47:21.000Z,2021-01-01T00:56:05.000Z,2021-01-01T00:56:19.000Z,2021-01-01T01:02:54.000Z,256,37,1.39,395,9.44,0.0,0.28,0.84,0.0,"",0.0,8.67,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:07:17.000Z,"",2021-01-01T00:11:53.000Z,2021-01-01T00:25:16.000Z,213,242,2.335,803,11.03,0.0,0.15,0.44,0.0,"",0.0,9.32,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:20:37.000Z,"",2021-01-01T00:26:59.000Z,2021-01-01T00:45:10.000Z,242,159,4.293,1091,17.68,0.0,0.47,1.4,0.0,"",0.0,13.9,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:32:46.000Z,"",2021-01-01T00:50:23.000Z,2021-01-01T01:11:39.000Z,159,18,4.018,1276,20.19,0.0,0.61,1.79,0.0,"",0.0,15.15,N,N,N,N,N
HV0003,B02878,B02878,2021-01-01T00:03:14.000Z,2021-01-01T00:03:28.000Z,2021-01-01T00:05:28.000Z,2021-01-01T00:20:15.000Z,76,61,3.36,887,11.4,0.0,0.34,1.01,0.0,"",0.0,13.07,N,N,"",N,N
HV0003,B02878,B02878,2021-01-01T00:25:24.000Z,2021-01-01T00:26:10.000Z,2021-01-01T00:27:53.000Z,2021-01-01T00:42:48.000Z,61,91,3.86,895,18.7,0.0,0.56,1.66,0.0,"",0.0,13.68,N,N,"",N,N
HV0003,B02878,B02878,2021-01-01T00:44:05.000Z,2021-01-01T00:47:36.000Z,2021-01-01T00:47:51.000Z,2021-01-01T01:08:55.000Z,155,227,5.3,1264,20.09,0.0,0.6,1.78,0.0,"",0.0,18.35,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:53:27.000Z,"",2021-01-01T00:57:54.000Z,2021-01-01T01:17:32.000Z,42,240,10.124,1178,31.27,0.0,0.94,2.78,0.0,"",0.0,21.1,N,N,N,N,N
HV0003,B02682,B02682,2021-01-01T00:35:54.000Z,2021-01-01T00:37:49.000Z,2021-01-01T00:39:49.000Z,2021-01-01T00:45:30.000Z,232,4,0.88,341,8.61,0.0,0.26,0.76,2.75,"",0.0,6.2,N,N,"",N,N
HV0003,B02682,B02682,2021-01-01T00:44:46.000Z,2021-01-01T00:47:18.000Z,2021-01-01T00:49:18.000Z,2021-01-01T01:15:03.000Z,4,36,4.93,1545,22.18,0.0,0.67,1.97,2.75,"",0.0,18.64,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:44:58.000Z,2021-01-01T00:50:25.000Z,2021-01-01T00:50:25.000Z,2021-01-01T00:57:25.000Z,246,48,1.35,420,7.65,0.0,0.41,0.69,2.75,"",2.82,7.06,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:42:16.000Z,2021-01-01T00:44:08.000Z,2021-01-01T00:45:41.000Z,2021-01-01T01:18:25.000Z,49,244,15.43,1964,42.42,6.12,1.46,4.31,0.0,"",0.0,34.86,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:08:27.000Z,"",2021-01-01T00:12:33.000Z,2021-01-01T00:15:03.000Z,39,39,0.442,150,7.46,0.0,0.22,0.66,0.0,"",0.0,5.47,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:23:13.000Z,"",2021-01-01T00:26:41.000Z,2021-01-01T00:36:16.000Z,39,77,2.507,575,11.61,0.0,0.35,1.03,0.0,"",0.0,7.6,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:33:37.000Z,"",2021-01-01T00:40:28.000Z,2021-01-01T01:02:31.000Z,77,189,4.924,1323,20.0,0.0,0.6,1.78,0.0,"",0.0,16.54,N,N,N,N,N
HV0004,B02800,"",2021-01-01T00:21:34.000Z,"",2021-01-01T00:27:51.000Z,2021-01-01T00:35:20.000Z,116,166,1.5,448,11.19,0.0,0.0,0.79,0.0,"",2.23,5.39,N,N,N,N,N
HV0003,B02884,B02884,2021-01-01T00:29:12.000Z,2021-01-01T00:34:30.000Z,2021-01-01T00:35:02.000Z,2021-01-01T00:46:33.000Z,212,168,4.37,691,12.52,0.0,0.38,1.11,0.0,"",0.0,11.73,N,N,"",N,N
HV0003,B02884,B02884,2021-01-01T00:46:28.000Z,2021-01-01T00:52:02.000Z,2021-01-01T00:52:22.000Z,2021-01-01T01:02:33.000Z,168,42,2.48,611,10.82,0.0,0.32,0.96,0.0,"",0.0,8.99,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:15:02.000Z,2021-01-01T00:17:00.000Z,2021-01-01T00:17:40.000Z,2021-01-01T00:24:29.000Z,145,112,1.56,409,7.91,0.0,0.24,0.7,0.0,"",0.0,6.49,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:27:52.000Z,2021-01-01T00:33:08.000Z,2021-01-01T00:33:17.000Z,2021-01-01T00:47:40.000Z,112,37,2.5,863,12.83,0.0,0.45,1.14,0.0,"",0.94,11.07,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:45:06.000Z,2021-01-01T00:50:40.000Z,2021-01-01T00:51:50.000Z,2021-01-01T00:59:56.000Z,36,225,1.4,486,7.83,0.0,0.23,0.69,0.0,"",0.0,6.71,N,N,"",N,N
HV0003,B02879,B02879,2021-01-01T00:32:59.000Z,2021-01-01T00:35:32.000Z,2021-01-01T00:36:47.000Z,2021-01-01T00:59:24.000Z,91,77,4.96,1357,19.65,0.0,0.59,1.74,0.0,"",0.0,18.11,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:05:44.000Z,"",2021-01-01T00:09:40.000Z,2021-01-01T00:20:45.000Z,97,52,1.914,665,10.05,0.0,0.3,0.89,0.0,"",0.0,7.69,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:17:11.000Z,"",2021-01-01T00:22:41.000Z,2021-01-01T00:39:31.000Z,52,4,5.551,1010,19.2,0.66,0.6,1.76,2.75,"",0.0,14.62,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:41:10.000Z,"",2021-01-01T00:43:55.000Z,2021-01-01T00:53:35.000Z,4,137,1.862,580,7.7,0.0,0.23,0.68,2.75,"",0.0,6.93,N,N,N,N,N
HV0003,B02617,B02617,2021-01-01T00:54:07.000Z,2021-01-01T00:56:26.000Z,2021-01-01T00:57:55.000Z,2021-01-01T01:09:19.000Z,170,145,2.84,684,11.8,6.12,0.54,1.59,2.75,"",0.0,10.01,N,N,"",N,N
HV0003,B02883,B02883,2021-01-01T00:37:54.000Z,2021-01-01T00:39:20.000Z,2021-01-01T00:39:48.000Z,2021-01-01T00:48:03.000Z,79,140,3.15,495,11.8,0.0,0.35,1.05,2.75,"",0.0,10.11,N,N,"",N,N
HV0003,B02869,B02869,2021-01-01T00:28:43.000Z,2021-01-01T00:29:01.000Z,2021-01-01T00:31:01.000Z,2021-01-01T00:54:39.000Z,90,255,4.83,1418,25.24,0.0,0.94,2.78,2.75,"",0.0,17.91,N,N,"",N,N
HV0003,B02878,B02878,2021-01-01T00:12:40.000Z,2021-01-01T00:15:19.000Z,2021-01-01T00:17:19.000Z,2021-01-01T00:22:45.000Z,174,18,0.92,326,9.68,0.0,0.29,0.86,0.0,"",0.0,14.85,N,N,"",N,N
HV0003,B02878,B02878,2021-01-01T00:22:07.000Z,2021-01-01T00:24:35.000Z,2021-01-01T00:26:35.000Z,2021-01-01T00:54:22.000Z,18,260,12.15,1667,24.01,6.12,0.9,2.67,0.0,"",0.0,35.92,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:44:08.000Z,2021-01-01T00:46:57.000Z,2021-01-01T00:47:37.000Z,2021-01-01T00:54:50.000Z,164,249,1.61,433,7.91,0.0,0.24,0.7,2.75,"",0.0,7.38,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:29:38.000Z,"",2021-01-01T00:33:21.000Z,2021-01-01T00:51:47.000Z,143,112,5.194,1106,18.38,0.0,0.55,1.63,2.75,"",0.0,15.03,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:48:50.000Z,"",2021-01-01T00:56:08.000Z,2021-01-01T01:06:50.000Z,112,233,2.928,642,9.68,5.28,0.45,1.33,2.75,"",0.0,8.62,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:07:11.000Z,"",2021-01-01T00:12:01.000Z,2021-01-01T00:41:02.000Z,232,39,8.221,1741,33.71,0.47,1.03,3.03,2.75,"",0.0,23.71,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:42:35.000Z,"",2021-01-01T00:49:23.000Z,2021-01-01T01:12:34.000Z,72,65,5.258,1391,23.23,0.0,0.7,2.06,0.0,"",0.0,17.48,N,N,N,N,N
HV0003,B02764,B02764,2021-01-01T00:26:06.000Z,2021-01-01T00:28:41.000Z,2021-01-01T00:30:41.000Z,2021-01-01T00:38:19.000Z,151,75,1.56,458,7.74,0.0,0.23,0.69,0.0,"",0.0,9.21,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:38:09.000Z,2021-01-01T00:38:53.000Z,2021-01-01T00:39:02.000Z,2021-01-01T00:44:28.000Z,75,263,0.72,326,7.91,0.0,0.24,0.7,2.75,"",0.0,8.77,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:41:31.000Z,2021-01-01T00:43:40.000Z,2021-01-01T00:45:41.000Z,2021-01-01T00:53:01.000Z,42,41,1.4,440,8.31,0.0,0.25,0.74,0.0,"",0.0,6.27,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:51:50.000Z,2021-01-01T00:54:28.000Z,2021-01-01T00:55:01.000Z,2021-01-01T01:01:53.000Z,41,238,1.31,412,7.91,0.0,0.24,0.7,0.0,"",0.0,6.21,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:20:40.000Z,2021-01-01T00:22:57.000Z,2021-01-01T00:24:57.000Z,2021-01-01T00:36:04.000Z,189,61,1.68,667,10.07,0.0,0.3,0.89,0.0,"",0.0,9.7,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:37:47.000Z,2021-01-01T00:40:09.000Z,2021-01-01T00:40:58.000Z,2021-01-01T00:54:25.000Z,61,71,2.47,807,12.65,0.0,0.38,1.12,0.0,"",0.0,11.04,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:48:47.000Z,"",2021-01-01T00:52:18.000Z,2021-01-01T01:12:35.000Z,107,112,5.006,1217,24.89,0.34,0.76,2.24,2.75,"",4.65,15.75,N,N,N,N,N
HV0003,B02512,B02512,2021-01-01T00:10:00.000Z,2021-01-01T00:10:51.000Z,2021-01-01T00:12:51.000Z,2021-01-01T00:18:02.000Z,181,257,1.33,311,7.86,0.0,0.42,0.71,0.0,"",2.82,6.42,N,N,"",N,N
HV0003,B02512,B02512,2021-01-01T00:21:50.000Z,2021-01-01T00:25:47.000Z,2021-01-01T00:26:26.000Z,2021-01-01T00:58:37.000Z,106,109,14.95,1931,52.93,6.12,1.59,4.7,0.0,"",0.0,39.87,N,N,"",N,N
HV0003,B02878,B02878,2021-01-01T00:32:27.000Z,2021-01-01T00:35:26.000Z,2021-01-01T00:36:22.000Z,2021-01-01T01:00:12.000Z,181,36,7.67,1430,29.21,0.0,0.88,2.59,0.0,"",0.0,21.66,N,N,"",N,N
HV0003,B02682,B02682,2021-01-01T00:10:41.000Z,2021-01-01T00:14:07.000Z,2021-01-01T00:14:23.000Z,2021-01-01T00:28:39.000Z,242,69,4.63,856,17.54,0.0,0.53,1.56,0.0,"",0.0,18.27,N,N,"",N,N
HV0003,B02682,B02682,2021-01-01T00:30:58.000Z,2021-01-01T00:33:51.000Z,2021-01-01T00:35:23.000Z,2021-01-01T00:49:20.000Z,69,74,4.09,837,15.94,0.0,0.48,1.41,0.0,"",0.0,17.53,N,N,"",N,N
HV0003,B02682,B02682,2021-01-01T00:55:48.000Z,2021-01-01T00:56:55.000Z,2021-01-01T00:57:53.000Z,2021-01-01T01:01:48.000Z,168,74,1.78,235,7.91,0.0,0.24,0.7,0.0,"",0.0,11.4,N,N,"",N,N
HV0003,B02864,B02864,2021-01-01T00:27:19.000Z,2021-01-01T00:29:00.000Z,2021-01-01T00:31:03.000Z,2021-01-01T00:40:56.000Z,263,239,2.69,594,11.66,0.0,0.35,1.03,2.75,"",0.0,14.61,N,N,"",N,N
HV0003,B02864,B02864,2021-01-01T00:40:58.000Z,2021-01-01T00:41:25.000Z,2021-01-01T00:42:09.000Z,2021-01-01T00:53:19.000Z,239,140,2.54,670,12.02,0.0,0.36,1.07,2.75,"",0.0,15.08,N,N,"",N,N
HV0003,B02864,B02864,2021-01-01T00:55:19.000Z,2021-01-01T00:56:12.000Z,2021-01-01T00:57:45.000Z,2021-01-01T01:13:02.000Z,141,211,3.79,917,17.59,0.0,0.53,1.56,2.75,"",0.0,18.52,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:10:07.000Z,2021-01-01T00:10:53.000Z,2021-01-01T00:11:35.000Z,2021-01-01T00:31:02.000Z,79,235,10.49,1167,21.2,0.0,0.65,1.93,2.75,"",0.0,21.85,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:30:21.000Z,2021-01-01T00:32:25.000Z,2021-01-01T00:34:27.000Z,2021-01-01T00:47:20.000Z,235,244,3.48,773,10.8,0.0,0.32,0.96,0.0,"",0.0,10.82,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:44:50.000Z,2021-01-01T00:48:17.000Z,2021-01-01T00:49:49.000Z,2021-01-01T01:08:29.000Z,244,238,3.69,1120,16.34,0.0,0.67,1.46,2.75,"",2.98,13.96,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:01:59.000Z,"",2021-01-01T00:07:00.000Z,2021-01-01T00:20:30.000Z,208,167,5.429,810,20.12,0.0,0.6,1.79,0.0,"",0.0,12.81,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:17:49.000Z,"",2021-01-01T00:30:34.000Z,2021-01-01T00:47:57.000Z,167,244,4.462,1043,14.81,0.0,0.44,1.31,0.0,"",0.0,13.69,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:46:22.000Z,"",2021-01-01T00:52:51.000Z,2021-01-01T01:08:29.000Z,244,69,2.439,938,34.49,0.0,1.03,3.06,0.0,"",7.72,20.7,N,N,N,N,N
HV0003,B02869,B02869,2021-01-01T00:08:49.000Z,2021-01-01T00:11:41.000Z,2021-01-01T00:12:03.000Z,2021-01-01T00:25:25.000Z,43,229,3.71,802,12.57,0.0,0.68,1.13,2.75,"",4.7,13.45,N,N,"",N,N
HV0003,B02869,B02869,2021-01-01T00:26:28.000Z,2021-01-01T00:27:45.000Z,2021-01-01T00:28:56.000Z,2021-01-01T00:33:10.000Z,233,141,1.2,254,7.91,0.0,0.24,0.7,2.75,"",0.0,8.03,N,N,"",N,N
HV0003,B02869,B02869,2021-01-01T00:33:52.000Z,2021-01-01T00:35:37.000Z,2021-01-01T00:36:30.000Z,2021-01-01T00:39:49.000Z,141,229,0.88,199,7.12,0.0,0.21,0.63,2.75,"",0.0,8.04,N,N,"",N,N
HV0003,B02869,B02869,2021-01-01T00:46:01.000Z,2021-01-01T00:48:29.000Z,2021-01-01T00:48:54.000Z,2021-01-01T01:00:29.000Z,237,239,2.75,695,10.97,0.0,0.34,1.0,2.75,"",0.0,11.48,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:08:13.000Z,"",2021-01-01T00:11:49.000Z,2021-01-01T00:20:18.000Z,25,65,0.783,509,7.32,0.0,0.22,0.65,0.0,"",0.0,5.47,N,N,N,N,N
HV0003,B02882,B02882,2021-01-01T00:26:06.000Z,2021-01-01T00:31:08.000Z,2021-01-01T00:31:24.000Z,2021-01-01T00:41:44.000Z,25,88,2.9,620,13.0,0.0,0.39,1.15,2.75,"",0.0,11.08,N,N,"",N,N
HV0003,B02882,B02882,2021-01-01T00:41:41.000Z,2021-01-01T00:42:56.000Z,2021-01-01T00:43:01.000Z,2021-01-01T00:59:19.000Z,87,141,6.23,978,19.27,0.0,0.58,1.71,2.75,"",0.0,17.74,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:07:57.000Z,"",2021-01-01T00:10:07.000Z,2021-01-01T00:38:10.000Z,76,167,18.153,1683,44.63,5.67,1.51,4.46,0.0,"",0.0,34.24,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:38:04.000Z,"",2021-01-01T00:42:38.000Z,2021-01-01T01:03:57.000Z,167,7,7.103,1279,19.54,5.97,0.77,2.26,0.0,"",0.0,18.59,N,N,N,N,N
HV0003,B02395,B02395,2021-01-01T00:09:14.000Z,2021-01-01T00:11:00.000Z,2021-01-01T00:11:42.000Z,2021-01-01T00:25:16.000Z,246,236,3.04,814,26.32,0.0,0.0,0.0,2.75,"",0.0,20.02,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:18:24.000Z,"",2021-01-01T00:23:58.000Z,2021-01-01T00:37:02.000Z,47,126,1.604,784,7.78,0.0,0.23,0.69,0.0,"",0.0,8.34,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:29:33.000Z,"",2021-01-01T00:41:23.000Z,2021-01-01T00:54:41.000Z,126,41,4.008,798,15.95,0.0,0.48,1.42,0.0,"",0.0,11.13,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:54:49.000Z,"",2021-01-01T00:59:15.000Z,2021-01-01T01:28:19.000Z,41,49,13.089,1744,65.23,3.25,2.05,6.08,0.0,"",0.0,39.13,N,N,N,N,N
HV0003,B02883,B02883,2021-01-01T00:16:52.000Z,2021-01-01T00:21:09.000Z,2021-01-01T00:21:43.000Z,2021-01-01T00:34:33.000Z,228,221,7.08,770,18.68,6.12,0.74,2.2,0.0,"",0.0,14.65,N,N,"",N,N
HV0003,B02883,B02883,2021-01-01T00:30:11.000Z,2021-01-01T00:36:25.000Z,2021-01-01T00:37:27.000Z,2021-01-01T00:48:24.000Z,115,23,4.68,657,17.01,0.0,0.51,1.51,0.0,"",0.0,11.06,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:09:31.000Z,2021-01-01T00:09:52.000Z,2021-01-01T00:11:50.000Z,2021-01-01T00:29:23.000Z,256,225,3.41,1053,18.5,0.0,0.56,1.64,0.0,"",0.0,14.49,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:31:44.000Z,2021-01-01T00:34:34.000Z,2021-01-01T00:36:10.000Z,2021-01-01T00:41:47.000Z,225,37,0.97,337,7.91,0.0,0.24,0.7,0.0,"",0.0,7.3,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:40:33.000Z,2021-01-01T00:43:54.000Z,2021-01-01T00:44:23.000Z,2021-01-01T00:57:29.000Z,37,17,2.43,786,13.18,0.0,0.4,1.17,0.0,"",0.0,11.17,N,N,"",N,N
HV0003,B02887,B02887,2021-01-01T00:17:27.000Z,2021-01-01T00:18:33.000Z,2021-01-01T00:20:00.000Z,2021-01-01T00:33:19.000Z,188,257,2.68,799,13.27,0.0,0.4,1.18,0.0,"",0.0,11.42,N,N,"",N,N
HV0003,B02887,B02887,2021-01-01T00:35:50.000Z,2021-01-01T00:37:01.000Z,2021-01-01T00:38:08.000Z,2021-01-01T00:44:37.000Z,89,188,1.14,389,7.12,0.0,0.21,0.63,0.0,"",0.0,7.18,N,N,"",N,N
HV0003,B02887,B02887,2021-01-01T00:45:58.000Z,2021-01-01T00:49:29.000Z,2021-01-01T00:49:46.000Z,2021-01-01T01:02:45.000Z,188,49,2.81,779,12.82,0.0,0.38,1.14,0.0,"",0.0,11.4,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:20:02.000Z,"",2021-01-01T00:25:43.000Z,2021-01-01T00:38:36.000Z,225,77,2.503,773,13.35,0.0,0.4,1.18,0.0,"",1.0,10.63,N,N,N,N,Y
HV0005,B02510,"",2021-01-01T00:37:59.000Z,"",2021-01-01T00:43:53.000Z,2021-01-01T01:16:52.000Z,76,34,7.586,1979,29.86,0.0,0.9,2.65,0.0,"",0.0,27.45,N,N,N,N,Y
HV0003,B02764,B02764,2021-01-01T00:15:39.000Z,2021-01-01T00:18:44.000Z,2021-01-01T00:19:09.000Z,2021-01-01T00:36:27.000Z,126,41,4.27,1038,17.77,0.0,0.53,1.58,0.0,"",0.0,14.94,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:36:31.000Z,2021-01-01T00:41:00.000Z,2021-01-01T00:41:26.000Z,2021-01-01T00:56:05.000Z,41,247,2.97,879,16.18,0.0,0.49,1.44,0.0,"",0.0,13.41,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:20:55.000Z,"",2021-01-01T00:27:24.000Z,2021-01-01T00:36:44.000Z,151,142,2.095,560,9.16,0.0,0.27,0.81,2.75,"",0.0,7.01,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:38:34.000Z,"",2021-01-01T00:40:23.000Z,2021-01-01T00:55:14.000Z,239,107,5.076,891,15.85,0.0,0.48,1.41,2.75,"",0.0,13.09,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:09:02.000Z,"",2021-01-01T00:10:36.000Z,2021-01-01T00:24:32.000Z,71,61,2.914,836,13.98,0.0,0.42,1.24,0.0,"",0.0,10.24,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:26:39.000Z,"",2021-01-01T00:32:41.000Z,2021-01-01T00:42:56.000Z,177,225,1.858,615,8.93,0.0,0.27,0.79,0.0,"",0.0,7.21,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:43:05.000Z,"",2021-01-01T00:53:02.000Z,2021-01-01T01:04:13.000Z,61,177,1.252,671,7.28,0.0,0.22,0.65,0.0,"",0.0,8.65,N,N,N,N,N
HV0003,B02617,B02617,2021-01-01T00:28:11.000Z,2021-01-01T00:33:48.000Z,2021-01-01T00:34:27.000Z,2021-01-01T00:48:55.000Z,14,65,7.0,868,20.19,0.0,0.61,1.79,0.0,"",0.0,18.14,N,N,"",N,N
HV0003,B02617,B02617,2021-01-01T00:37:42.000Z,2021-01-01T00:38:02.000Z,2021-01-01T00:39:53.000Z,2021-01-01T00:55:05.000Z,79,189,4.22,912,17.91,0.0,0.54,1.59,2.75,"",0.0,14.62,N,N,"",N,N
HV0003,B02617,B02617,2021-01-01T00:54:28.000Z,2021-01-01T00:58:17.000Z,2021-01-01T00:58:49.000Z,2021-01-01T01:14:52.000Z,97,85,3.79,963,18.17,0.0,0.55,1.61,0.0,"",0.0,14.57,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:31:01.000Z,"",2021-01-01T00:32:52.000Z,2021-01-01T00:42:37.000Z,68,114,1.676,585,8.76,0.0,0.26,0.78,2.75,"",0.0,6.76,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:50:35.000Z,"",2021-01-01T00:53:41.000Z,2021-01-01T01:17:35.000Z,79,14,9.923,1434,29.09,2.4,0.95,2.8,2.75,"",0.0,23.02,N,N,N,N,N
HV0003,B02889,B02889,2021-01-01T00:23:32.000Z,2021-01-01T00:26:40.000Z,2021-01-01T00:27:54.000Z,2021-01-01T00:38:01.000Z,212,242,3.26,607,10.13,0.0,0.3,0.9,0.0,"",0.0,9.12,N,N,"",N,N
HV0003,B02889,B02889,2021-01-01T00:34:33.000Z,2021-01-01T00:41:16.000Z,2021-01-01T00:41:35.000Z,2021-01-01T00:50:35.000Z,242,208,2.24,540,12.58,0.0,0.38,1.12,0.0,"",0.0,7.44,N,N,"",N,N
HV0003,B02889,B02889,2021-01-01T00:48:33.000Z,2021-01-01T00:57:32.000Z,2021-01-01T00:58:35.000Z,2021-01-01T01:05:10.000Z,185,185,1.72,395,10.69,0.0,0.32,0.95,0.0,"",0.0,7.1,N,N,"",N,N
HV0003,B02884,B02884,2021-01-01T00:14:43.000Z,2021-01-01T00:17:05.000Z,2021-01-01T00:19:07.000Z,2021-01-01T00:57:23.000Z,72,265,15.09,2297,50.31,21.2,2.15,0.0,0.0,"",0.0,41.13,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:18:09.000Z,2021-01-01T00:22:14.000Z,2021-01-01T00:23:05.000Z,2021-01-01T00:27:44.000Z,228,228,0.44,279,7.91,0.0,0.24,0.7,0.0,"",0.0,6.39,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:27:17.000Z,2021-01-01T00:29:46.000Z,2021-01-01T00:31:46.000Z,2021-01-01T01:08:17.000Z,227,198,14.4,2191,38.08,0.0,1.14,3.38,0.0,"",0.0,35.23,N,N,"",N,N
HV0003,B02882,B02882,2021-01-01T00:06:14.000Z,2021-01-01T00:08:10.000Z,2021-01-01T00:10:10.000Z,2021-01-01T00:20:31.000Z,119,241,4.79,621,14.26,0.0,0.43,1.27,0.0,"",0.0,11.3,N,N,"",N,N
HV0003,B02882,B02882,2021-01-01T00:19:44.000Z,2021-01-01T00:23:54.000Z,2021-01-01T00:25:54.000Z,2021-01-01T00:40:25.000Z,241,244,7.46,871,25.85,0.0,0.86,2.54,0.0,"",0.0,16.34,N,N,"",N,N
HV0003,B02882,B02882,2021-01-01T00:37:07.000Z,2021-01-01T00:43:18.000Z,2021-01-01T00:43:38.000Z,2021-01-01T01:00:14.000Z,244,254,7.88,996,26.92,0.0,0.81,2.39,0.0,"",0.0,21.14,N,N,"",N,N
HV0003,B02836,B02836,2021-01-01T00:10:39.000Z,2021-01-01T00:12:45.000Z,2021-01-01T00:14:46.000Z,2021-01-01T00:23:34.000Z,77,39,1.59,529,8.0,0.0,0.24,0.71,0.0,"",0.0,8.1,N,N,"",N,N
HV0003,B02836,B02836,2021-01-01T00:24:53.000Z,2021-01-01T00:28:05.000Z,2021-01-01T00:28:27.000Z,2021-01-01T00:37:19.000Z,39,39,1.8,532,8.71,0.0,0.26,0.77,0.0,"",0.0,8.36,N,N,"",N,N
HV0003,B02836,B02836,2021-01-01T00:36:36.000Z,2021-01-01T00:39:37.000Z,2021-01-01T00:40:57.000Z,2021-01-01T00:45:28.000Z,39,39,1.07,271,7.91,0.0,0.24,0.7,0.0,"",0.0,7.31,N,N,"",N,N
HV0003,B02836,B02836,2021-01-01T00:48:11.000Z,2021-01-01T00:50:17.000Z,2021-01-01T00:52:15.000Z,2021-01-01T01:10:09.000Z,39,10,8.91,1074,26.5,0.0,0.8,2.35,0.0,"",0.0,20.73,N,N,"",N,N
HV0003,B02869,B02869,2021-01-01T00:12:57.000Z,2021-01-01T00:16:37.000Z,2021-01-01T00:17:16.000Z,2021-01-01T00:26:45.000Z,248,169,2.71,569,9.99,0.0,0.3,0.89,0.0,"",0.0,11.14,N,N,"",N,N
HV0003,B02869,B02869,2021-01-01T00:27:02.000Z,2021-01-01T00:34:13.000Z,2021-01-01T00:35:56.000Z,2021-01-01T00:46:03.000Z,20,241,2.02,607,10.63,0.0,0.32,0.94,0.0,"",0.0,10.7,N,N,"",N,N
